waktu,gain,power,gain(dBW),power (dBW),gain (numerik),power (numerik),sum gain (numerik),sum power (numerik),sum gain (dB),sum power (dB)
48:58.1,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
48:58.1,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
48:58.1,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
48:58.1,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
48:58.1,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
48:58.1,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
48:58.1,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
48:58.1,11.53125,-49.16842105,11.53125,-79.16842105,14.22738225,1.21104E-08,,,,
48:58.1,10.265625,-48.55238095,10.265625,-78.55238095,10.63071561,1.3956E-08,,,,
41:37.1,16.296875,-38.07333333,16.296875,-68.07333333,42.62726806,1.55836E-07,,,,
41:37.1,10.078125,-41.04857143,10.078125,-71.04857143,10.18151722,7.85494E-08,,,,
41:30.1,9.09375,-43.55882353,9.09375,-73.55882353,8.116616003,4.40674E-08,,,,
41:30.1,8.9375,-48.41818182,8.9375,-78.41818182,7.829787942,1.4394E-08,,,,
41:30.1,9.515625,-47.57923077,9.515625,-77.57923077,8.944632463,1.74613E-08,,,,
41:30.1,9,-44.53076923,9,-74.53076923,7.943282347,3.52308E-08,,,,
41:30.1,10.4375,-45.78,10.4375,-75.78,11.05986943,2.64241E-08,,,,
41:30.1,9.765625,-41.86769231,9.765625,-71.86769231,9.474635257,6.50475E-08,,,,
41:30.1,9.640625,-37.92,9.640625,-67.92,9.205820446,1.61436E-07,,,,
41:30.1,11.15625,-41.4,11.15625,-71.4,13.05043536,7.24436E-08,,,,
41:30.1,10.578125,-37.746,10.578125,-67.746,11.42385021,1.68035E-07,,,,
41:23.1,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
41:23.1,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
41:23.1,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
41:23.1,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
41:23.1,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
41:23.1,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
41:23.1,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
41:23.1,12.234375,-49.20555556,12.234375,-79.20555556,16.72774887,1.20073E-08,,,,
41:23.1,10.84375,-48.5952381,10.84375,-78.5952381,12.14437027,1.3819E-08,,,,
34:02.1,16.53125,-38.07333333,16.53125,-68.07333333,44.99093306,1.55836E-07,,,,
34:02.1,9.703125,-41.06142857,9.703125,-71.06142857,9.339260729,7.83172E-08,,,,
33:55.1,9.078125,-43.53529412,9.078125,-73.53529412,8.087466598,4.43068E-08,,,,
33:55.1,8.578125,-48.43636364,8.578125,-78.43636364,7.207962193,1.43339E-08,,,,
33:55.1,9.1875,-47.6,9.1875,-77.6,8.293732045,1.7378E-08,,,,
33:55.1,9.140625,-44.5,9.140625,-74.5,8.204696109,3.54813E-08,,,,
33:55.1,10.03125,-45.745,10.03125,-75.745,10.07221529,2.66379E-08,,,,
33:55.1,9.984375,-41.87615385,9.984375,-71.87615385,9.964086751,6.49209E-08,,,,
33:55.1,9.734375,-37.9,9.734375,-67.9,9.406704469,1.62181E-07,,,,
33:55.1,10.796875,-41.24285714,10.796875,-71.24285714,12.01399647,7.51129E-08,,,,
33:55.1,10.765625,-37.758,10.765625,-67.758,11.92785909,1.67571E-07,,,,
33:48.1,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
33:48.1,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
33:48.1,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
33:48.1,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
33:48.1,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
33:48.1,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
33:48.1,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
33:48.1,12.125,-49.16315789,12.125,-79.16315789,16.31172909,1.21251E-08,,,,
33:48.1,10.75,-48.57619048,10.75,-78.57619048,11.88502227,1.38797E-08,,,,
26:27.1,16.34375,-38.07333333,16.34375,-68.07333333,43.08985176,1.55836E-07,,,,
26:27.1,9.609375,-41.06142857,9.609375,-71.06142857,9.139816995,7.83172E-08,,,,
26:20.1,8.78125,-43.53529412,8.78125,-73.53529412,7.55309592,4.43068E-08,,,,
26:20.1,8.078125,-48.42727273,8.078125,-78.42727273,6.424103066,1.43639E-08,,,,
26:20.1,8.65625,-47.60769231,8.65625,-77.60769231,7.338799116,1.73473E-08,,,,
26:20.1,8.71875,-44.47923077,8.71875,-74.47923077,7.445176537,3.56514E-08,,,,
26:20.1,9.515625,-45.75,9.515625,-75.75,8.944632463,2.66073E-08,,,,
26:20.1,10.015625,-41.86769231,10.015625,-71.86769231,10.03604269,6.50475E-08,,,,
26:20.1,9.6875,-37.9,9.6875,-67.9,9.305720409,1.62181E-07,,,,
26:20.1,10.75,-41.26428571,10.75,-71.26428571,11.88502227,7.47432E-08,,,,
26:20.1,10.5,-37.764,10.5,-67.764,11.22018454,1.6734E-07,,,,
26:13.1,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
26:13.1,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
26:13.1,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
26:13.1,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
26:13.1,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
26:13.1,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
26:13.1,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
26:13.1,11.90625,-49.19473684,11.90625,-79.19473684,15.5104715,1.20372E-08,,,,
26:13.1,10.5625,-48.53809524,10.5625,-78.53809524,11.38282345,1.4002E-08,,,,
18:52.1,16.15625,-38.08,16.15625,-68.08,41.2691002,1.55597E-07,,,,
18:52.1,9.609375,-41.06142857,9.609375,-71.06142857,9.139816995,7.83172E-08,,,,
18:45.1,8.96875,-43.54117647,8.96875,-73.54117647,7.886330981,4.42468E-08,,,,
18:45.1,7.671875,-48.45454545,7.671875,-78.45454545,5.850426128,1.4274E-08,,,,
18:45.1,8.28125,-47.58615385,8.28125,-77.58615385,6.731703824,1.74335E-08,,,,
18:45.1,8.90625,-44.49307692,8.90625,-74.49307692,7.773650302,3.55379E-08,,,,
18:45.1,9.15625,-45.755,9.15625,-75.755,8.234268041,2.65766E-08,,,,
18:45.1,10.140625,-41.87615385,10.140625,-71.87615385,10.32910043,6.49209E-08,,,,
18:45.1,9.9375,-37.91333333,9.9375,-67.91333333,9.857119009,1.61684E-07,,,,
18:45.1,10.890625,-41.24285714,10.890625,-71.24285714,12.27615887,7.51129E-08,,,,
18:45.1,10.546875,-37.758,10.546875,-67.758,11.34194404,1.67571E-07,,,,
18:38.1,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
18:38.1,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
18:38.1,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
18:38.1,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
18:38.1,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
18:38.1,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
18:38.1,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
18:38.1,11.390625,-49.14210526,11.390625,-79.14210526,13.7740768,1.2184E-08,,,,
18:38.1,10.078125,-48.55238095,10.078125,-78.55238095,10.18151722,1.3956E-08,,,,
11:17.1,15.984375,-38.06,15.984375,-68.06,39.66774384,1.56315E-07,,,,
11:17.1,9.828125,-41.02928571,9.828125,-71.02928571,9.611972066,7.8899E-08,,,,
11:10.1,9,-43.53529412,9,-73.53529412,7.943282347,4.43068E-08,,,,
11:10.1,7.390625,-48.41363636,7.390625,-78.41363636,5.48355874,1.44091E-08,,,,
11:10.1,8.0625,-47.61538462,8.0625,-77.61538462,6.401032025,1.73166E-08,,,,
11:10.1,8.9375,-44.5,8.9375,-74.5,7.829787942,3.54813E-08,,,,
11:10.1,8.90625,-45.755,8.90625,-75.755,7.773650302,2.65766E-08,,,,
11:10.1,9.953125,-41.89307692,9.953125,-71.89307692,9.892646718,6.46684E-08,,,,
11:10.1,9.765625,-37.92666667,9.765625,-67.92666667,9.474635257,1.61188E-07,,,,
11:10.1,10.84375,-41.25714286,10.84375,-71.25714286,12.14437027,7.48662E-08,,,,
11:10.1,10.390625,-37.74,10.390625,-67.74,10.94113811,1.68267E-07,,,,
11:03.1,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
11:03.1,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
11:03.1,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
11:03.1,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
11:03.1,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
11:03.1,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
11:03.1,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
11:03.1,11.078125,-49.21666667,11.078125,-79.21666667,12.81777076,1.19766E-08,,,,
11:03.1,9.859375,-48.53809524,9.859375,-78.53809524,9.681385199,1.4002E-08,,,,
03:42.1,16.28125,-38.05333333,16.28125,-68.05333333,42.47417969,1.56555E-07,,,,
03:42.1,10.03125,-41.04214286,10.03125,-71.04214286,10.07221529,7.86658E-08,,,,
03:35.1,8.84375,-43.55294118,8.84375,-73.55294118,7.662579617,4.41272E-08,,,,
03:35.1,8.6875,-48.44090909,8.6875,-78.44090909,7.391796466,1.43189E-08,,,,
03:35.1,9.28125,-47.60769231,9.28125,-77.60769231,8.474713009,1.73473E-08,,,,
03:35.1,8.796875,-44.5,8.796875,-74.5,7.580319309,3.54813E-08,,,,
03:35.1,10.125,-45.735,10.125,-75.735,10.29200527,2.66993E-08,,,,
03:35.1,10.140625,-41.89307692,10.140625,-71.89307692,10.32910043,6.46684E-08,,,,
03:35.1,9.875,-37.91333333,9.875,-67.91333333,9.716279516,1.61684E-07,,,,
03:35.1,10.65625,-41.27142857,10.65625,-71.27142857,11.63121276,7.46203E-08,,,,
03:35.1,10.515625,-37.77,10.515625,-67.77,11.26062511,1.67109E-07,,,,
03:28.1,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
